Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
S00774,20,77,66,67,5.8,1
S00775,18,99,86,92,8.5,1
S00776,21,79,79,100,8.4,1
S00777,17,100,85,90,8.6,1
S00778,24,82,54,68,5.4,1
S00779,24,43,63,71,4.0,1
S00780,19,80,71,98,8.1,1
S00781,17,80,73,85,5.1,1
S00782,19,45,56,28,2.7,1
S00783,24,68,73,100,8.7,1
S00784,20,79,100,100,8.9,1
S00785,18,64,73,56,5.2,1
S00786,17,25,50,45,1.7,1
S00787,23,56,53,74,4.5,1
S00788,24,91,97,77,8.2,1
S00789,24,100,100,99,9.1,1
S00790,23,44,48,60,2.8,1
S00791,22,51,64,28,1.6,1
S00792,24,100,95,91,8.9,1
S00793,21,78,75,65,4.5,1
S00794,20,76,76,62,5.9,1
S00795,17,79,100,87,9.7,1
S00796,23,43,20,40,1.6,0
S00797,21,92,83,87,6.8,1
S00798,23,38,32,50,1.7,1
S00799,17,81,51,50,4.4,1
S00800,19,100,100,95,8.2,1
S00801,17,71,62,54,4.9,1
S00802,22,100,91,81,10.0,1
S00803,17,77,69,68,6.0,1
S00804,17,26,42,71,3.9,1
S00805,22,43,68,59,3.0,1
S00806,20,73,51,59,4.2,1
S00807,24,51,67,56,4.4,1
S00808,17,35,56,37,1.6,1
S00809,22,47,54,61,4.3,1
S00810,21,88,73,54,5.2,1
S00811,19,100,72,78,7.5,1
S00812,19,70,100,76,6.9,1
S00813,17,86,95,66,7.4,1
S00814,20,26,34,28,1.1,0
S00815,20,56,41,56,3.0,1
S00816,21,87,79,79,7.0,1
S00817,17,78,64,64,5.4,1
S00818,19,37,59,26,1.0,1
S00819,20,100,75,100,8.2,1
S00820,17,77,90,76,8.0,1
S00821,23,52,72,74,5.9,1
S00822,20,33,39,35,1.6,0
S00823,22,69,86,86,7.9,1
S00824,23,57,74,80,6.3,1
S00825,24,77,98,70,8.0,1
S00826,20,76,94,85,7.8,1
S00827,19,79,95,100,8.2,1
S00828,18,77,34,91,5.7,1
S00829,23,37,49,45,2.3,1
S00830,24,79,61,80,7.0,1
S00831,21,89,85,100,6.6,1
S00832,21,77,100,98,7.7,1
S00833,19,42,36,40,2.5,0
S00834,20,52,46,42,2.8,1
S00835,17,74,88,100,9.0,1
S00836,20,58,100,72,7.7,1
S00837,19,100,98,100,9.2,1
S00838,21,93,100,89,7.8,1
S00839,20,100,81,81,6.4,1
S00840,21,82,83,75,6.9,1
S00841,23,100,96,85,9.0,1
S00842,24,72,84,91,6.2,1
S00843,17,82,57,74,6.7,1
S00844,23,64,47,42,2.4,1
S00845,21,42,67,66,5.3,1
S00846,21,89,92,84,7.4,1
S00847,18,78,51,41,3.4,1
S00848,18,51,37,43,2.8,1
S00849,23,75,57,49,3.8,1
S00850,22,43,39,63,3.2,1
S00851,23,48,27,40,2.9,0
S00852,18,64,73,43,4.8,1
S00853,21,72,100,71,9.2,1
S00854,19,56,76,52,5.6,1
S00855,23,33,64,65,2.7,1
S00856,21,48,33,42,1.7,1
S00857,19,94,66,87,7.3,1
S00858,19,64,60,67,4.4,1
S00859,18,100,87,89,8.4,1
S00860,23,78,70,77,6.9,1
S00861,20,100,89,100,8.2,1
S00862,17,52,46,56,3.4,1
S00863,18,83,60,97,7.2,1
S00864,18,49,48,61,3.4,1
S00865,20,100,86,89,9.5,1
S00866,17,74,81,71,6.7,1
S00867,21,68,49,49,3.9,1
S00868,22,39,67,68,3.4,1
S00869,23,33,67,44,2.7,1
S00870,22,92,91,72,7.3,1
S00871,21,48,32,55,3.0,1
S00872,24,71,94,74,6.4,1
S00873,18,63,72,57,3.4,1
S00874,17,74,81,100,7.0,1
S00875,18,89,100,99,8.3,1
S00876,19,100,81,86,8.0,1
S00877,18,100,64,68,7.8,1
S00878,18,65,39,43,2.7,1
S00879,21,36,62,51,1.8,1
S00880,21,98,65,67,7.3,1
S00881,21,48,60,86,4.3,1
S00882,22,53,65,64,4.9,1
S00883,19,7,32,40,1.3,0
S00884,24,71,47,45,3.3,1
S00885,24,25,39,45,1.3,0
S00886,21,95,88,78,8.9,1
S00887,17,40,35,78,3.2,1
S00888,22,81,76,88,6.0,1
S00889,20,32,51,52,1.4,1
S00890,17,65,91,62,7.0,1
S00891,23,61,48,60,3.9,1
S00892,23,81,81,100,9.1,1
S00893,17,87,92,100,9.0,1
S00894,21,31,76,45,3.9,1
S00895,20,81,100,86,9.1,1
S00896,20,100,100,95,10.0,1
S00897,22,69,100,82,8.4,1
S00898,20,76,98,100,8.6,1
S00899,23,51,53,29,3.2,1
S00900,19,68,82,81,6.2,1
S00901,21,62,33,26,1.6,1
S00902,20,62,25,32,1.9,0
S00903,22,95,100,76,10.0,1
S00904,23,63,72,51,3.9,1
S00905,19,96,72,100,7.7,1
S00906,18,84,100,91,8.3,1
S00907,18,77,100,77,8.7,1
S00908,19,100,100,100,10.0,1
S00909,23,49,42,67,3.2,1
S00910,22,31,40,41,1.4,0
S00911,19,68,57,87,4.7,1
S00912,21,34,37,55,2.2,1
S00913,21,21,42,47,1.2,0
S00914,18,60,40,50,4.2,1
S00915,20,94,71,94,8.1,1
S00916,22,60,74,75,6.1,1
S00917,18,67,56,63,3.8,1
S00918,20,59,84,70,6.9,1
S00919,20,43,74,53,3.1,1
S00920,24,31,38,28,1.1,0
S00921,21,81,94,60,7.9,1
S00922,23,71,66,88,6.6,1
S00923,17,100,96,67,7.9,1
S00924,23,26,32,41,1.4,0
S00925,17,100,93,93,8.5,1
S00926,19,83,76,80,6.6,1
S00927,21,75,86,69,6.1,1
S00928,20,84,62,79,6.6,1
S00929,22,100,67,97,8.8,1
S00930,17,63,73,83,6.3,1
S00931,23,61,80,94,6.2,1
S00932,20,95,100,100,9.9,1
S00933,17,88,100,85,7.8,1
S00934,17,44,71,54,5.0,1
S00935,24,84,77,87,7.4,1
S00936,17,81,34,70,4.5,1
S00937,22,52,48,49,3.1,1
S00938,21,73,88,81,6.4,1
S00939,22,93,94,92,9.4,1
S00940,18,100,99,100,9.4,1
S00941,20,48,64,70,4.1,1
S00942,21,93,59,81,5.7,1
S00943,24,71,57,52,2.9,1
S00944,21,100,100,88,10.0,1
S00945,21,100,99,91,9.8,1
S00946,23,92,65,85,6.8,1
S00947,21,100,89,100,8.2,1
S00948,24,75,57,78,7.4,1
S00949,22,69,79,80,6.3,1
S00950,21,21,45,34,1.5,0
S00951,19,71,86,54,5.1,1
S00952,20,90,79,72,7.1,1
S00953,21,66,86,55,7.1,1
S00954,20,55,51,77,4.4,1
S00955,19,85,95,70,9.5,1
S00956,19,34,28,44,2.5,0
S00957,20,76,67,54,5.5,1
S00958,17,74,78,70,7.2,1
S00959,18,80,86,98,7.3,1
S00960,23,60,72,80,6.8,1
S00961,17,55,55,43,3.5,1
S00962,17,44,42,40,2.4,1
S00963,22,70,74,68,6.7,1
S00964,23,74,77,74,6.4,1
S00965,23,48,48,50,2.6,1
S00966,17,74,92,100,7.3,1
S00967,21,48,65,43,5.1,1
S00968,22,100,76,79,7.0,1
S00969,22,85,90,86,8.5,1
S00970,19,44,38,59,2.5,1
S00971,24,47,33,43,1.2,1
S00972,23,100,100,93,8.0,1
S00973,17,62,66,80,6.5,1
S00974,19,89,79,70,7.3,1
S00975,20,85,87,100,8.5,1
S00976,18,84,87,97,8.2,1
S00977,24,93,96,100,9.6,1
S00978,24,58,75,86,5.8,1
S00979,24,68,48,73,5.4,1
S00980,22,44,75,80,4.6,1
S00981,20,56,54,51,2.4,1
S00982,24,75,60,71,6.2,1
S00983,20,58,27,54,3.5,1
S00984,21,94,86,95,9.3,1
S00985,24,70,72,67,6.2,1
S00986,18,79,100,94,6.3,1
S00987,20,45,66,63,4.2,1
S00988,20,33,18,42,1.5,0
S00989,18,25,29,44,1.3,0
S00990,24,53,63,99,4.8,1
S00991,18,14,45,29,1.8,0
S00992,20,93,61,65,6.5,1
S00993,18,88,93,76,8.9,1
S00994,20,100,86,90,8.9,1
S00995,20,93,67,81,6.9,1
S00996,21,33,53,45,2.9,1
S00997,17,82,100,85,8.8,1
S00998,20,100,100,95,9.0,1
S00999,24,68,56,44,2.8,1
S01000,19,85,79,87,7.6,1
S01001,22,57,64,69,3.6,1
S01002,23,83,93,96,8.2,1
S01003,17,100,100,100,10.0,1
S01004,17,27,30,52,1.3,0
S01005,17,73,90,97,9.1,1
S01006,21,62,78,74,6.6,1
S01007,20,100,100,89,9.8,1
S01008,21,53,71,62,5.2,1
S01009,20,93,85,84,8.6,1
S01010,24,25,30,50,1.6,0
S01011,21,48,52,62,4.0,1
S01012,21,48,66,50,1.6,1
S01013,22,100,97,85,9.8,1
S01014,19,92,100,100,8.4,1
S01015,21,100,89,86,8.7,1
S01016,22,100,100,83,9.4,1
S01017,18,57,51,37,1.8,1
S01018,19,55,55,91,4.5,1
S01019,24,33,32,37,1.6,0
S01020,21,33,70,46,2.9,1
S01021,23,45,63,49,3.1,1
S01022,17,78,76,65,5.2,1
S01023,18,68,63,44,3.4,1
S01024,18,52,48,45,1.9,1
S01025,24,23,71,60,2.5,1
S01026,22,56,46,50,2.3,1
S01027,18,81,100,85,9.8,1
S01028,19,98,69,80,7.8,1
S01029,21,98,91,91,9.7,1
S01030,21,73,51,66,5.0,1
S01031,23,37,70,70,3.5,1
S01032,24,100,59,86,8.2,1
S01033,17,39,52,56,3.9,1
S01034,22,47,20,77,3.7,1
S01035,17,38,41,62,3.1,1
S01036,18,22,39,52,2.2,0
S01037,24,53,69,77,3.3,1
S01038,23,80,64,65,4.2,1
S01039,17,100,71,56,7.1,1
S01040,19,39,53,51,1.6,1
S01041,21,62,50,31,2.9,1
S01042,18,94,91,94,8.3,1
S01043,23,49,31,26,2.3,0
S01044,17,54,47,53,4.1,1
S01045,22,98,84,87,8.8,1
S01046,19,51,47,38,2.4,1
S01047,19,32,42,38,1.7,0
S01048,17,67,87,80,5.4,1
S01049,21,54,60,47,3.7,1
S01050,17,84,41,79,6.1,1
S01051,18,78,93,76,8.2,1
S01052,17,42,27,43,2.2,0
S01053,19,98,63,77,6.2,1
S01054,23,83,60,57,5.5,1
S01055,17,60,37,30,2.3,1
S01056,21,78,61,82,6.6,1
S01057,24,57,57,68,3.5,1
S01058,23,80,52,67,5.4,1
S01059,22,57,45,36,1.7,1
S01060,20,42,93,68,5.1,1
S01061,17,40,41,57,3.8,1
S01062,21,100,88,92,8.4,1
S01063,23,34,9,10,1.5,0
S01064,21,55,60,51,4.8,1
S01065,22,51,74,56,5.1,1
S01066,19,78,93,84,7.5,1
S01067,21,58,75,76,6.2,1
S01068,23,100,91,87,7.0,1
S01069,21,89,100,89,8.0,1
S01070,21,95,100,76,8.8,1
S01071,21,62,50,74,3.8,1
S01072,18,83,54,86,5.8,1
S01073,18,100,88,75,8.6,1
S01074,19,100,91,100,9.9,1
S01075,17,89,100,86,9.0,1
S01076,21,56,46,62,4.3,1
S01077,22,57,48,62,2.8,1
S01078,17,62,79,93,5.4,1
S01079,22,87,85,93,7.7,1
S01080,17,73,57,71,5.4,1
S01081,19,77,82,63,5.3,1
S01082,21,72,69,92,8.5,1
S01083,21,68,56,76,4.3,1
S01084,20,92,93,90,8.7,1
S01085,22,71,63,52,4.7,1
S01086,17,66,60,39,4.0,1
S01087,17,85,74,72,5.1,1
S01088,24,100,87,88,7.9,1
S01089,24,58,39,37,2.1,1
S01090,18,65,44,62,2.8,1
S01091,20,100,93,92,9.6,1
S01092,23,46,57,47,2.6,1
S01093,24,84,66,73,6.1,1
S01094,23,83,85,69,6.2,1
S01095,18,64,69,71,5.4,1
S01096,18,84,73,91,6.8,1
S01097,18,49,59,38,3.1,1
S01098,22,63,64,78,6.0,1
S01099,22,75,68,62,4.3,1
S01100,19,82,83,81,7.0,1
S01101,19,68,38,57,2.3,1
S01102,18,54,80,73,6.1,1
S01103,20,40,55,55,2.7,1
S01104,17,53,68,63,3.5,1
S01105,22,63,62,45,3.0,1
S01106,20,51,53,52,2.6,1
S01107,21,96,77,86,8.4,1
S01108,22,40,84,54,3.6,1
S01109,22,86,81,91,9.3,1
S01110,19,100,100,100,9.7,1
S01111,17,57,79,74,6.1,1
S01112,17,37,31,51,2.3,0
S01113,24,66,60,61,4.4,1
S01114,23,79,89,68,8.2,1
S01115,23,79,76,60,4.3,1
S01116,23,54,33,43,1.8,1
S01117,23,54,70,75,6.0,1
S01118,21,83,64,83,8.6,1
S01119,21,63,100,73,8.2,1
S01120,22,36,35,56,2.6,1
S01121,18,91,85,76,7.1,1
S01122,19,44,49,53,3.0,1
S01123,19,55,49,48,3.0,1
S01124,23,78,100,92,8.9,1
S01125,22,60,72,47,3.2,1
S01126,24,46,57,42,3.4,1
S01127,20,33,43,43,1.0,0
S01128,18,94,98,84,8.8,1
S01129,22,75,100,89,8.1,1
S01130,18,64,72,81,6.6,1
S01131,18,99,99,78,7.8,1
S01132,18,49,59,32,2.4,1
S01133,22,78,79,95,5.1,1
S01134,23,62,52,53,4.2,1
S01135,19,41,39,50,1.8,1
S01136,19,47,71,91,5.4,1
S01137,23,96,81,100,9.3,1
S01138,18,36,58,36,1.4,1
S01139,20,77,55,54,3.6,1
S01140,17,56,53,40,2.9,1
S01141,22,68,44,62,3.1,1
S01142,17,100,81,100,9.2,1
S01143,24,58,60,60,5.2,1
S01144,23,68,70,54,5.2,1
S01145,20,90,95,69,7.8,1
S01146,22,33,48,59,2.4,1
S01147,23,64,73,69,5.4,1
S01148,18,62,61,67,4.9,1
S01149,19,95,82,65,6.4,1
S01150,17,80,100,82,10.0,1
S01151,21,100,96,97,7.9,1
S01152,21,51,72,63,4.6,1
S01153,20,76,95,100,8.4,1
S01154,18,59,29,43,2.5,1
S01155,24,44,25,36,1.3,0
S01156,17,62,54,58,2.8,1
S01157,18,67,59,67,4.1,1
S01158,17,95,75,79,5.6,1
S01159,20,84,97,72,6.5,1
S01160,20,97,100,100,9.2,1
S01161,24,74,85,83,5.6,1
S01162,21,84,70,67,5.5,1
S01163,18,28,30,34,1.5,0
S01164,22,28,37,55,1.3,1
S01165,21,69,63,64,6.0,1
S01166,18,39,83,72,4.9,1
S01167,21,95,100,89,8.6,1
S01168,22,22,52,25,2.4,0
S01169,19,35,52,52,1.2,1
S01170,19,75,41,32,5.0,1
S01171,24,44,58,28,3.1,1
S01172,19,56,23,46,1.4,1
S01173,19,67,84,89,7.5,1
S01174,23,55,39,36,2.0,1
S01175,17,85,85,77,6.5,1
S01176,23,32,57,24,3.5,0
S01177,23,78,64,57,2.6,1
S01178,24,59,54,64,4.4,1
S01179,23,80,98,87,8.2,1
S01180,19,44,64,62,4.5,1
S01181,22,85,67,91,7.8,1
S01182,24,40,33,44,2.1,0
S01183,24,90,86,64,8.0,1
S01184,20,46,65,78,3.1,1
S01185,24,89,87,94,7.1,1
S01186,20,69,60,57,6.1,1
S01187,24,77,97,92,9.4,1
S01188,17,59,86,59,4.5,1
S01189,19,9,41,54,1.6,0
S01190,24,39,33,12,1.2,0
S01191,19,80,97,83,8.4,1
S01192,19,73,80,49,5.7,1
S01193,21,100,83,83,8.0,1
S01194,24,38,57,46,3.1,1
S01195,18,71,55,60,4.1,1
S01196,21,30,46,32,1.3,0
S01197,18,100,100,89,9.7,1
S01198,19,77,86,86,7.0,1
S01199,19,90,89,100,9.4,1
S01200,21,60,44,60,3.4,1
S01201,21,72,88,73,6.5,1
S01202,18,72,80,73,7.1,1
S01203,20,50,61,56,3.9,1
S01204,18,93,89,96,8.6,1
S01205,21,100,100,70,9.5,1
S01206,22,74,88,98,9.0,1
S01207,21,87,84,88,7.7,1
S01208,22,60,64,55,3.5,1
S01209,17,55,68,53,3.5,1
S01210,21,100,94,67,9.7,1
S01211,17,33,60,32,1.1,1
S01212,20,82,87,100,7.4,1
S01213,18,91,71,82,7.4,1
S01214,22,79,82,73,6.6,1
S01215,18,100,98,100,9.9,1
S01216,17,62,62,61,3.8,1
S01217,22,50,58,67,4.1,1
S01218,18,31,42,39,1.7,0
S01219,21,59,55,70,5.0,1
S01220,19,68,65,73,3.3,1
S01221,17,19,45,71,4.1,1
S01222,18,98,78,100,8.5,1
S01223,17,100,100,88,9.4,1
S01224,23,26,67,69,2.7,1
S01225,17,64,57,51,4.4,1
S01226,22,100,100,100,9.4,1
S01227,23,45,53,50,1.6,1
S01228,24,8,51,36,1.8,0
S01229,22,61,43,49,2.5,1
S01230,19,67,63,86,6.4,1
S01231,23,52,20,38,2.4,0
S01232,24,100,98,100,9.7,1
S01233,21,54,80,48,5.0,1
S01234,17,77,56,92,5.5,1
S01235,18,46,60,64,3.2,1
S01236,20,42,56,65,5.2,1
S01237,17,95,82,74,7.0,1
S01238,24,78,95,79,7.8,1
S01239,17,77,79,83,7.8,1
S01240,19,70,77,73,6.2,1
S01241,21,100,91,100,9.1,1
S01242,20,92,99,100,8.4,1
S01243,23,94,89,87,7.8,1
S01244,23,21,40,30,1.5,0
S01245,23,25,55,31,1.1,0
S01246,24,47,58,48,2.9,1
S01247,22,100,72,67,7.0,1
S01248,22,61,62,49,4.7,1
S01249,18,75,62,87,4.6,1
S01250,20,97,96,97,9.0,1
S01251,23,92,100,84,9.1,1
S01252,22,96,100,100,9.2,1
S01253,24,53,32,42,3.8,1
S01254,18,90,75,67,7.2,1
S01255,21,69,30,44,3.4,1
S01256,18,51,44,69,2.7,1
S01257,22,61,24,46,2.7,1
S01258,19,46,48,29,4.1,1
S01259,24,59,47,79,4.9,1
S01260,19,84,96,86,8.5,1
S01261,23,46,44,23,2.1,0
S01262,19,81,89,79,7.6,1
S01263,23,80,70,77,5.8,1
S01264,23,43,38,60,3.6,1
S01265,22,69,75,89,5.4,1
S01266,19,63,79,46,3.7,1
S01267,23,51,81,75,6.4,1
S01268,20,90,60,56,4.9,1
S01269,21,42,30,29,2.5,0
S01270,18,17,32,55,2.0,0
S01271,18,74,78,77,5.9,1
S01272,22,98,100,97,9.1,1
S01273,19,57,62,64,4.1,1
S01274,19,98,95,75,7.6,1
S01275,23,89,88,66,6.9,1
S01276,24,100,100,96,9.4,1
S01277,17,98,83,100,8.4,1
S01278,23,73,76,92,6.1,1
S01279,21,100,70,88,6.9,1
S01280,20,80,96,94,9.1,1
S01281,18,63,66,65,4.6,1
S01282,23,57,77,57,3.9,1
S01283,17,44,21,25,1.1,0
S01284,17,82,97,89,8.4,1
S01285,23,70,100,71,8.2,1
S01286,22,42,51,42,1.9,1
S01287,18,78,84,93,6.2,1
S01288,22,84,74,76,5.2,1
S01289,20,27,59,34,2.1,1
S01290,17,100,88,98,9.8,1
S01291,17,77,33,40,2.9,1
S01292,21,33,40,40,1.6,0
S01293,20,61,50,87,6.4,1
S01294,17,81,100,91,7.6,1
S01295,20,36,52,69,1.3,1
S01296,18,87,75,93,6.9,1
S01297,19,64,67,73,5.8,1
S01298,17,59,41,51,1.9,1
S01299,21,32,48,46,2.6,1
S01300,18,53,75,59,6.1,1
S01301,23,68,62,72,3.7,1
S01302,20,73,96,100,9.4,1
S01303,23,90,100,86,8.4,1
S01304,22,100,100,100,9.9,1
S01305,18,51,45,68,3.3,1
S01306,23,89,100,100,9.7,1
S01307,24,64,48,47,4.9,1
S01308,24,57,58,62,4.1,1
S01309,17,39,51,38,1.5,1
S01310,20,45,31,54,1.5,1
S01311,19,70,86,93,7.2,1
S01312,18,86,73,82,5.1,1
S01313,17,52,40,38,3.0,1
S01314,21,86,76,66,6.5,1
S01315,22,44,51,66,3.3,1
S01316,20,90,68,66,6.2,1
S01317,18,56,87,41,4.2,1
S01318,24,96,82,95,8.4,1
S01319,18,81,100,82,8.4,1
S01320,19,55,63,89,5.3,1
S01321,24,67,46,63,4.2,1
S01322,19,54,61,62,4.3,1
S01323,21,81,98,84,8.3,1
S01324,22,49,69,77,4.0,1
S01325,21,57,68,55,2.9,1
S01326,17,32,77,38,1.8,1
S01327,17,65,70,57,5.2,1
S01328,21,68,60,66,5.3,1
S01329,22,71,98,78,8.6,1
S01330,21,31,47,63,3.0,1
S01331,22,64,72,39,4.4,1
S01332,22,83,75,86,8.3,1
S01333,23,100,100,96,8.4,1
S01334,24,73,72,66,4.5,1
S01335,20,74,46,57,5.1,1
S01336,22,76,47,64,3.7,1
S01337,19,99,100,85,9.4,1
S01338,22,50,58,44,2.1,1
S01339,22,93,83,100,9.4,1
S01340,22,100,91,86,7.2,1
S01341,23,95,48,62,5.8,1
S01342,24,36,37,53,1.3,1
S01343,23,72,81,68,5.3,1
S01344,17,79,57,72,4.7,1
S01345,23,43,29,66,2.5,1
S01346,19,72,82,92,6.9,1
S01347,19,100,93,100,9.7,1
S01348,23,75,81,75,6.1,1
S01349,24,86,73,91,7.4,1
S01350,21,28,31,44,1.6,0
S01351,20,43,40,49,4.8,1
S01352,24,44,45,48,2.0,1
S01353,23,88,75,79,6.5,1
S01354,22,97,84,100,9.4,1
S01355,18,98,83,77,7.0,1
S01356,20,30,53,33,1.7,0
S01357,20,46,57,67,4.2,1
S01358,19,72,76,56,6.0,1
S01359,20,61,66,80,4.6,1
S01360,23,100,77,87,8.5,1
S01361,22,82,100,91,8.3,1
S01362,22,93,71,82,6.5,1
S01363,17,84,69,68,4.4,1
S01364,22,51,62,36,3.3,1
S01365,24,56,41,54,2.0,1
S01366,22,46,67,63,4.2,1
S01367,19,76,66,55,4.7,1
S01368,22,94,64,71,7.1,1
S01369,17,91,76,74,6.9,1
S01370,18,38,33,26,1.6,0
S01371,23,26,57,83,4.6,1
S01372,19,38,32,66,2.6,1
S01373,24,37,60,52,2.4,1
S01374,18,80,100,86,8.4,1
S01375,19,38,50,37,1.4,1
S01376,21,58,79,73,4.8,1
S01377,20,35,43,69,2.5,1
S01378,21,83,87,85,8.9,1
S01379,22,64,64,59,6.0,1
S01380,18,63,59,70,3.1,1
S01381,22,61,72,47,5.5,1
S01382,20,80,84,71,7.6,1
S01383,19,96,100,94,9.6,1
S01384,20,53,55,32,3.0,1
S01385,17,100,85,100,9.0,1
S01386,20,64,90,100,9.4,1
S01387,17,100,100,88,9.2,1
S01388,20,96,91,92,6.7,1
S01389,23,66,85,94,6.7,1
S01390,17,50,85,61,4.6,1
S01391,18,82,100,79,7.8,1
S01392,22,62,77,98,5.8,1
S01393,24,84,71,88,7.1,1
S01394,22,41,49,67,4.9,1
S01395,21,72,80,100,7.6,1
S01396,22,100,100,92,8.4,1
S01397,19,32,67,40,2.3,1
S01398,23,100,97,90,8.5,1
S01399,20,76,86,84,5.9,1
S01400,21,72,90,66,8.6,1
S01401,19,72,72,61,4.9,1
S01402,19,59,71,77,4.4,1
S01403,17,93,73,88,9.2,1
S01404,22,54,48,72,3.3,1
S01405,18,99,100,100,8.6,1
S01406,24,77,72,67,5.4,1
S01407,18,84,56,62,5.6,1
S01408,21,60,27,53,3.8,1
S01409,23,58,70,100,6.2,1
S01410,18,51,56,80,3.9,1
S01411,20,72,28,41,1.4,1
S01412,18,61,55,47,3.4,1
S01413,21,62,42,39,1.1,1
S01414,24,100,100,100,9.8,1
S01415,18,100,72,83,9.7,1
S01416,20,65,47,63,4.6,1
S01417,17,85,81,99,7.6,1
S01418,23,37,66,37,4.1,1
S01419,21,81,86,89,7.0,1
S01420,17,100,95,100,8.2,1
S01421,17,94,95,90,9.5,1
S01422,17,67,59,83,4.6,1
S01423,19,99,79,78,8.0,1
S01424,23,41,63,59,3.4,1
S01425,24,99,91,96,9.9,1
S01426,22,22,47,35,1.2,0
S01427,23,66,78,67,6.4,1
S01428,19,65,79,87,6.9,1
S01429,22,72,74,91,7.2,1
S01430,23,59,27,44,2.1,1
S01431,17,89,91,79,9.4,1
S01432,21,47,44,53,2.6,1
S01433,22,72,49,81,6.6,1
S01434,20,63,48,48,3.0,1
S01435,20,71,68,79,3.8,1
S01436,18,83,79,53,5.9,1
S01437,22,67,58,37,4.8,1
S01438,21,41,47,38,2.4,1
S01439,24,31,40,56,2.5,1
S01440,19,87,66,51,4.8,1
S01441,17,78,100,73,7.8,1
S01442,18,100,100,100,9.1,1
S01443,20,52,48,48,1.8,1
S01444,19,54,56,66,4.5,1
S01445,19,53,51,53,1.9,1
S01446,17,43,16,33,1.1,0
S01447,24,100,77,74,7.0,1
S01448,24,71,83,85,6.4,1
S01449,22,30,56,31,2.5,0
S01450,20,44,59,26,3.1,1
S01451,24,37,41,33,1.2,0
S01452,21,94,89,100,8.5,1
S01453,24,99,100,100,9.8,1
S01454,19,20,33,56,2.2,0
S01455,17,55,41,28,3.1,1
S01456,21,100,95,95,8.8,1
S01457,22,100,100,100,9.3,1
S01458,20,71,42,47,4.8,1
S01459,22,44,45,51,1.5,1
S01460,19,41,48,38,1.4,1
S01461,21,86,74,100,6.2,1
S01462,21,66,90,35,4.5,1
S01463,21,32,30,56,1.3,0
S01464,19,65,70,69,6.2,1
S01465,19,31,32,18,1.1,0
S01466,22,94,88,80,8.1,1
S01467,18,52,53,60,3.8,1
S01468,22,40,22,52,1.4,0
S01469,20,81,69,95,6.3,1
S01470,17,72,61,79,4.6,1
S01471,21,100,100,87,9.8,1
S01472,18,73,99,85,5.9,1
S01473,17,37,70,59,3.5,1
S01474,18,80,74,74,7.4,1
S01475,24,53,45,51,3.4,1
S01476,24,76,94,85,9.1,1
S01477,23,77,82,61,4.4,1
S01478,24,74,70,63,5.9,1
S01479,22,42,23,28,1.5,0
S01480,24,80,58,69,4.8,1
S01481,19,85,100,97,8.5,1
S01482,21,98,99,86,8.3,1
S01483,22,48,48,67,3.0,1
S01484,17,47,59,48,3.0,1
S01485,23,83,64,85,8.4,1
S01486,23,100,100,100,9.4,1
S01487,23,36,53,42,1.9,1
S01488,17,74,56,67,5.1,1
S01489,17,34,48,28,4.0,0
S01490,17,100,72,92,8.8,1
S01491,17,52,61,21,1.8,1
S01492,23,49,41,36,2.9,1
S01493,23,85,89,69,7.8,1
S01494,18,42,46,28,1.5,0
S01495,22,96,87,61,5.4,1
S01496,21,44,64,59,5.0,1
S01497,24,66,52,66,4.0,1
S01498,24,51,65,65,4.6,1
S01499,19,71,87,48,5.8,1
S01500,23,42,45,48,2.5,1
S01501,19,69,62,77,6.1,1
S01502,22,90,71,83,8.2,1
S01503,22,74,72,84,7.8,1
S01504,19,57,56,49,2.4,1
S01505,23,22,41,55,2.3,0
S01506,19,59,46,35,3.4,1
S01507,24,55,51,56,4.2,1
S01508,18,49,64,81,4.7,1
S01509,24,84,78,97,7.1,1
S01510,20,18,36,51,1.5,0
S01511,23,36,54,46,1.3,1
S01512,23,44,80,81,4.5,1
S01513,21,89,63,100,7.3,1
S01514,17,36,52,47,2.7,1
S01515,20,74,70,66,6.8,1
S01516,22,55,50,50,3.3,1
S01517,23,88,99,100,9.0,1
S01518,19,97,94,75,9.1,1
S01519,20,36,59,50,3.7,1
S01520,21,57,59,35,3.1,1
S01521,22,84,67,64,4.7,1
S01522,17,84,44,38,3.2,1
S01523,17,83,74,78,7.1,1
S01524,21,100,74,65,8.4,1
S01525,21,60,71,87,7.1,1
S01526,19,100,100,100,8.4,1
S01527,23,71,53,58,4.6,1
S01528,17,38,32,45,2.4,0
S01529,22,100,89,81,7.6,1
S01530,20,56,58,62,4.2,1
S01531,22,76,78,79,7.0,1
S01532,18,58,70,63,3.4,1
S01533,18,26,47,57,1.7,1
S01534,21,100,96,90,9.9,1
S01535,19,32,41,43,2.4,0
S01536,18,92,96,100,9.9,1
S01537,17,92,100,82,9.8,1
S01538,22,99,85,63,8.1,1
S01539,22,73,58,81,6.9,1
S01540,21,58,74,79,6.2,1
S01541,23,88,76,83,8.8,1
S01542,23,53,81,48,3.6,1
S01543,20,52,55,57,5.2,1
S01544,21,64,76,66,6.6,1
S01545,24,88,66,71,4.7,1
S01546,20,53,61,49,4.8,1
S01547,24,53,55,55,4.0,1
S01548,23,69,79,62,6.1,1
